,date,account_value
553,2020-03-16,723229.4445641994
554,2020-03-17,739791.9319604397
555,2020-03-18,683401.6523583889
556,2020-03-19,702217.7347672939
557,2020-03-20,681340.5792916775
558,2020-03-23,654097.9349778652
559,2020-03-24,748699.3463331127
560,2020-03-25,775880.3055311107
561,2020-03-26,826219.48163661
562,2020-03-27,787209.9121518993
563,2020-03-30,796466.0507627391
564,2020-03-31,780012.2466245556
565,2020-04-01,732896.6065679454
566,2020-04-02,740006.300499525
567,2020-04-03,729671.7559553051
568,2020-04-06,803491.3069349193
569,2020-04-07,801522.3847051525
570,2020-04-08,825163.2301011563
571,2020-04-09,852028.3609592037
572,2020-04-13,832661.7198840694
573,2020-04-14,839863.8528949337
574,2020-04-15,816907.6993152217
575,2020-04-16,802743.4607898311
576,2020-04-17,847551.6594211177
577,2020-04-20,821742.8581134395
578,2020-04-21,798980.8607760982
579,2020-04-22,819325.0877276973
580,2020-04-23,814712.4211169796
581,2020-04-24,816169.6527377681
582,2020-04-27,831305.6531650142
583,2020-04-28,836167.9671756343
584,2020-04-29,858245.6802798824
585,2020-04-30,846068.8022891597
586,2020-05-01,819718.1491214351
587,2020-05-04,817067.8569003658
588,2020-05-05,810827.4273067283
589,2020-05-06,800836.5828104249
590,2020-05-07,818560.4221146755
591,2020-05-08,830238.3979689731
592,2020-05-11,821185.7563902988
593,2020-05-12,800102.9148451939
594,2020-05-13,778411.4833342686
595,2020-05-14,792262.6254546299
596,2020-05-15,786539.5637175693
597,2020-05-18,829051.6998412266
598,2020-05-19,817609.2408339634
599,2020-05-20,835944.7714125767
600,2020-05-21,836588.8167998447
601,2020-05-22,833782.5679671421
602,2020-05-26,861927.5819975986
603,2020-05-27,886188.4840743198
604,2020-05-28,880358.6185881748
605,2020-05-29,874566.9571346818
606,2020-06-01,883209.3301701127
607,2020-06-02,890332.6267017899
608,2020-06-03,924691.562723011
609,2020-06-04,936802.7897622872
610,2020-06-05,972839.6134387912
611,2020-06-08,1008020.9985044041
612,2020-06-09,984205.9050877572
613,2020-06-10,959531.1160079155
614,2020-06-11,882039.2492743644
615,2020-06-12,911586.4077140007
616,2020-06-15,917305.9512740287
617,2020-06-16,930015.227984539
618,2020-06-17,922213.7922927055
619,2020-06-18,918351.1162978325
620,2020-06-19,908656.3754759941
621,2020-06-22,911149.1512175712
622,2020-06-23,912134.3257437858
623,2020-06-24,884517.6166144523
624,2020-06-25,893381.8564406547
625,2020-06-26,864655.6258765373
626,2020-06-29,894782.7305861625
627,2020-06-30,894412.1380110893
628,2020-07-01,888749.6906424675
629,2020-07-02,890666.8593169365
630,2020-07-06,915483.591014019
631,2020-07-07,892312.460482708
632,2020-07-08,896931.1499549064
633,2020-07-09,877121.4540778312
634,2020-07-10,894966.4730826359
635,2020-07-13,893055.2881918888
636,2020-07-14,913795.3226843815
637,2020-07-15,928333.6834250431
638,2020-07-16,918506.1992178898
639,2020-07-17,915122.7207480412
640,2020-07-20,914841.7804709416
641,2020-07-21,921112.2535849552
642,2020-07-22,929558.7376700382
643,2020-07-23,921564.5072516765
644,2020-07-24,917656.6471181507
645,2020-07-27,918879.3518497486
646,2020-07-28,910860.276026205
647,2020-07-29,912589.5991437893
648,2020-07-30,899379.0024151859
649,2020-07-31,891420.321453577
650,2020-08-03,896272.1714367924
651,2020-08-04,908082.8481791554
652,2020-08-05,921068.6451418934
653,2020-08-06,927584.910595232
654,2020-08-07,932517.7856486378
655,2020-08-10,943967.5948031483
656,2020-08-11,948800.2514384327
657,2020-08-12,947575.5312380065
658,2020-08-13,940691.3621412964
659,2020-08-14,944350.8654698315
660,2020-08-17,936679.7300262642
661,2020-08-18,935310.7109583016
662,2020-08-19,934238.5188577767
663,2020-08-20,934321.8072180634
664,2020-08-21,935137.3293973389
665,2020-08-24,953610.6880069409
666,2020-08-25,950983.6837759953
667,2020-08-26,949917.2718279628
668,2020-08-27,956329.9841450577
669,2020-08-28,962739.0417927628
670,2020-08-31,952049.1676777726
671,2020-09-01,950222.2580064164
672,2020-09-02,966817.9474038659
673,2020-09-03,949462.7699746666
674,2020-09-04,948328.1861886559
675,2020-09-08,930249.3861512719
676,2020-09-09,936014.0139932213
677,2020-09-10,929946.0616616784
678,2020-09-11,934889.2832727013
679,2020-09-14,948144.1424912987
680,2020-09-15,944876.0355119286
681,2020-09-16,955613.9058075495
682,2020-09-17,949307.9954347811
683,2020-09-18,937408.4067206812
684,2020-09-21,917721.1023669672
685,2020-09-22,917912.570590539
686,2020-09-23,900947.1957087946
687,2020-09-24,903768.6167731715
688,2020-09-25,917364.8415313197
689,2020-09-28,937522.5176234675
690,2020-09-29,928698.8314853144
691,2020-09-30,936040.0047965479
692,2020-10-01,938959.870660348
693,2020-10-02,943837.7149348689
694,2020-10-05,958329.0919566584
695,2020-10-06,942071.517256813
696,2020-10-07,956354.6699446258
697,2020-10-08,966424.0816120835
698,2020-10-09,963966.1920094223
699,2020-10-12,971859.3725361557
700,2020-10-13,962556.5302967759
701,2020-10-14,961778.7557377549
702,2020-10-15,966185.1004643174
703,2020-10-16,967151.3519533882
704,2020-10-19,956155.3643587837
705,2020-10-20,960236.8896195622
706,2020-10-21,955818.9525468083
707,2020-10-22,966234.817872736
708,2020-10-23,965823.4665658207
709,2020-10-26,942250.5245415898
710,2020-10-27,925939.4400727482
711,2020-10-28,892355.7331731053
712,2020-10-29,895654.0331322737
713,2020-10-30,889446.9781707191
714,2020-11-02,900214.9492106915
715,2020-11-03,924053.1072650433
716,2020-11-04,917175.3634601117
717,2020-11-05,936622.2916980267
718,2020-11-06,935238.7806888104
719,2020-11-09,983425.7768817425
720,2020-11-10,997452.895625639
721,2020-11-11,996278.1149859906
722,2020-11-12,975856.0935016156
723,2020-11-13,994101.5482898236
724,2020-11-16,1020929.4010730267
725,2020-11-17,1017329.9355044842
726,2020-11-18,1006206.3620105267
727,2020-11-19,1006928.6169696331
728,2020-11-20,996389.9634128094
729,2020-11-23,1020939.8287005902
730,2020-11-24,1044746.3279834271
731,2020-11-25,1043023.190295744
732,2020-11-27,1038911.4448276043
733,2020-11-30,1026309.0261111737
734,2020-12-01,1031452.3225131512
735,2020-12-02,1039306.9561801434
736,2020-12-03,1051316.9774508954
737,2020-12-04,1055572.0153689862
738,2020-12-07,1052839.3770709515
739,2020-12-08,1051312.283038664
740,2020-12-09,1048220.8220096112
741,2020-12-10,1047286.1639590741
742,2020-12-11,1040362.7272754193
743,2020-12-14,1042662.8112597943
744,2020-12-15,1054943.864589262
745,2020-12-16,1050178.930087614
746,2020-12-17,1049638.4218173504
747,2020-12-18,1048167.4702334881
748,2020-12-21,1052619.1958575726
749,2020-12-22,1042347.0456805706
750,2020-12-23,1051041.5242190838
751,2020-12-24,1049729.5067859173
752,2020-12-28,1059034.1753345013
753,2020-12-29,1055863.1526217938
754,2020-12-30,1058448.496532011
755,2020-12-31,1067186.4715228558
756,2021-01-04,1051356.9647250653
757,2021-01-05,1062133.6615863324
758,2021-01-06,1078852.6329837323
759,2021-01-07,1093343.2402148724
760,2021-01-08,1097307.4542804242
761,2021-01-11,1098389.3137164593
762,2021-01-12,1101117.1655963268
763,2021-01-13,1102786.5204388485
764,2021-01-14,1099144.6871292286
765,2021-01-15,1089947.515381895
766,2021-01-19,1088057.3672438487
767,2021-01-20,1094980.4383583278
768,2021-01-21,1089025.1366108302
769,2021-01-22,1080607.1183468762
770,2021-01-25,1073597.1543183536
771,2021-01-26,1077994.6886771298
772,2021-01-27,1048528.581217474
773,2021-01-28,1054673.3297892017
774,2021-01-29,1044668.5118066807
775,2021-02-01,1051345.7591821689
776,2021-02-02,1071542.7494699496
777,2021-02-03,1076633.7492410678
778,2021-02-04,1096695.8548547763
779,2021-02-05,1098078.5323755282
780,2021-02-08,1106247.2827088374
781,2021-02-09,1114800.7659241694
782,2021-02-10,1114108.4589173335
783,2021-02-11,1111838.7758118648
784,2021-02-12,1115270.4871537227
785,2021-02-16,1124455.8839585322
786,2021-02-17,1122254.4500415479
787,2021-02-18,1119754.3918810214
788,2021-02-19,1122925.7995326442
789,2021-02-22,1124875.1659507505
790,2021-02-23,1128022.793590521
791,2021-02-24,1160030.7087135068
